Key,Value
Density,0.678215
Density_unit,g/cm^3
Estimated_saturation_loading,18.5582044
Estimated_saturation_loading_unit,mol/kg
Input_block,"[1.525, 100]"
Input_ha,DEF
Input_structure_filename,file.txt.cif
Input_volpo,"[1.525, 1.525, 10000]"
Number_of_blocking_spheres,0
POAV_A^3,8550.06
POAV_A^3_unit,A^3
POAV_Volume_fraction,0.5937
POAV_Volume_fraction_unit,
POAV_cm^3/g,0.875387
POAV_cm^3/g_unit,cm^3/g
PONAV_A^3,0.0
PONAV_A^3_unit,A^3
PONAV_Volume_fraction,0.0
PONAV_Volume_fraction_unit,
PONAV_cm^3/g,0.0
PONAV_cm^3/g_unit,cm^3/g
Unitcell_volume,14401.3
Unitcell_volume_unit,A^3
adsorption_energy_widom_average,-16.3875988243
adsorption_energy_widom_dev,0.1025227573
adsorption_energy_widom_unit,kJ/mol
conversion_factor_molec_uc_to_cm3stp_cm3,2.5844373369
conversion_factor_molec_uc_to_mg_g,7.480399531
conversion_factor_molec_uc_to_mol_kg,0.170013717
henry_coefficient_average,1.69924e-05
henry_coefficient_dev,1.93194e-07
henry_coefficient_unit,mol/kg/Pa
is_kh_enough,True
is_porous,True
isotherm,
"{
'pressure': [0.2, 0.8, 1.4, 2.0, 2.6, 3.2, 3.8, 4.4, 5.0, 5.6, 6.2, 6.8, 7.4, 8.0, 8.6, 9.2, 9.8, 10.2], 
'pressure_unit': 'bar', 
'loading_absolute_dev': [0.023720319644312, 0.07068254395459, 0.071431999152928, 0.13679057500159, 0.22243468772236, 0.28794261842822, 0.16939360866259, 0.26318637161152, 0.2111844764729, 0.12479747315744, 0.16563648306221, 0.1986609737571, 0.085225029163386, 0.18367561568556, 0.16164832866104, 0.14376272449364, 0.23387916694768, 0.15139074363738], 
'loading_absolute_unit': 'mol/kg', 
'loading_absolute_average': [0.34046096897835, 1.2823369611584, 2.2819921150608, 3.372502599328, 4.4052509232445, 5.4468484611309, 6.6068180494785, 7.6950928533672, 8.7421393308834, 9.7350364395351, 10.675518319236, 11.38807130924, 12.057840347362, 12.712138137236, 13.241832873921, 13.703292605289, 14.147954981416, 14.381145795654], 
'enthalpy_of_adsorption_dev': [0.71261437729166, 1.2787199953439, 1.2843978947894, 0.92616674565364, 0.75657065176723, 0.34184869422065, 0.44757173264157, 0.55812061726239, 0.63439304748364, 1.0530321601689, 0.92284251660805, 1.2070948591953, 0.43105060154814, 0.6421341281917, 1.6875589783243, 1.0143956249532, 0.37646900800678, 1.3917246431036], 
'enthalpy_of_adsorption_unit': 'kJ/mol', 
'enthalpy_of_adsorption_average': [-18.714937101428, -18.022951202681, -18.017562794642, -18.430368328719, -18.586772010343, -18.590496869622, -19.405430977859, -19.94397928047, -20.295009852585, -20.595783758616, -21.144004556301, -21.873549757635, -22.226460053379, -22.92302021235, -23.216930400007, -23.903034596293, -24.215678082363, -24.103659341664]
}"
temperature,298
temperature_unit,K
